Name,ArtifactIdentifier,GenerationName,PrevGenArtifactIdentifier,PrevGenName,RootArtifactIdentifier,CountOfAKAs,PrevGenCountOfAKAs,ChangeInAKAs,TrialArtifact,ExpTransformerIsSyntaxFree,Trial
12465:12471-Analysis-Locked,12471,106-Long Prompt Experiment-Generation-7,12470,106-Long Prompt Experiment-Generation-6,12465,0.000,0.000,0.000,1111-LOCKED-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5038-LOCKED-In a development mee-2024-08-04-12471-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12465:12472-Analysis-Locked,12472,106-Long Prompt Experiment-Generation-8,12471,106-Long Prompt Experiment-Generation-7,12465,0.000,0.000,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-04-12472-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12465:12473-Analysis-Locked,12473,106-Long Prompt Experiment-Generation-9,12472,106-Long Prompt Experiment-Generation-8,12465,0.000,0.000,0.000,1113-LOCKED-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5094-LOCKED-In the final review -2024-08-04-12473-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12465:12474-Analysis-Locked,12474,106-Long Prompt Experiment-Generation-10,12465,106-Long Prompt Experiment-Generation-1,12465,0.000,0.000,0.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-04-12474-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12485:12485-Analysis-Locked,12485,106-Long Prompt Experiment-Generation-1,,,12485,5.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-04-12485-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12485:12486-Analysis-Locked,12486,106-Long Prompt Experiment-Generation-2,12494,106-Long Prompt Experiment-Generation-10,12485,5.000,0.000,5.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-04-12486-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12485:12487-Analysis-Locked,12487,106-Long Prompt Experiment-Generation-3,12486,106-Long Prompt Experiment-Generation-2,12485,3.000,5.000,2.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-04-12487-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12485:12488-Analysis-Locked,12488,106-Long Prompt Experiment-Generation-4,12487,106-Long Prompt Experiment-Generation-3,12485,3.000,3.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-04-12488-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12485:12489-Analysis-Locked,12489,106-Long Prompt Experiment-Generation-5,12488,106-Long Prompt Experiment-Generation-4,12485,3.000,3.000,0.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-04-12489-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12485:12490-Analysis-Locked,12490,106-Long Prompt Experiment-Generation-6,12489,106-Long Prompt Experiment-Generation-5,12485,6.000,3.000,3.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-04-12490-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12485:12491-Analysis-Locked,12491,106-Long Prompt Experiment-Generation-7,12490,106-Long Prompt Experiment-Generation-6,12485,0.000,6.000,6.000,1111-LOCKED-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5038-LOCKED-In a development mee-2024-08-04-12491-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12485:12492-Analysis-Locked,12492,106-Long Prompt Experiment-Generation-8,12491,106-Long Prompt Experiment-Generation-7,12485,0.000,0.000,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-04-12492-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12485:12493-Analysis-Locked,12493,106-Long Prompt Experiment-Generation-9,12492,106-Long Prompt Experiment-Generation-8,12485,0.000,0.000,0.000,1113-LOCKED-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5094-LOCKED-In the final review -2024-08-04-12493-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12485:12494-Analysis-Locked,12494,106-Long Prompt Experiment-Generation-10,12485,106-Long Prompt Experiment-Generation-1,12485,0.000,5.000,5.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-04-12494-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12505:12505-Analysis-Locked,12505,106-Long Prompt Experiment-Generation-1,,,12505,4.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-04-12505-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12505:12506-Analysis-Locked,12506,106-Long Prompt Experiment-Generation-2,12514,106-Long Prompt Experiment-Generation-10,12505,4.000,0.000,4.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-04-12506-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12505:12507-Analysis-Locked,12507,106-Long Prompt Experiment-Generation-3,12506,106-Long Prompt Experiment-Generation-2,12505,4.000,4.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-04-12507-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12505:12508-Analysis-Locked,12508,106-Long Prompt Experiment-Generation-4,12507,106-Long Prompt Experiment-Generation-3,12505,4.000,4.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-04-12508-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12505:12509-Analysis-Locked,12509,106-Long Prompt Experiment-Generation-5,12508,106-Long Prompt Experiment-Generation-4,12505,4.000,4.000,0.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-04-12509-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12505:12510-Analysis-Locked,12510,106-Long Prompt Experiment-Generation-6,12509,106-Long Prompt Experiment-Generation-5,12505,5.000,4.000,1.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-04-12510-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12505:12511-Analysis-Locked,12511,106-Long Prompt Experiment-Generation-7,12510,106-Long Prompt Experiment-Generation-6,12505,0.000,5.000,5.000,1111-LOCKED-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5038-LOCKED-In a development mee-2024-08-04-12511-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12505:12512-Analysis-Locked,12512,106-Long Prompt Experiment-Generation-8,12511,106-Long Prompt Experiment-Generation-7,12505,0.000,0.000,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-04-12512-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12505:12513-Analysis-Locked,12513,106-Long Prompt Experiment-Generation-9,12512,106-Long Prompt Experiment-Generation-8,12505,0.000,0.000,0.000,1113-LOCKED-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5094-LOCKED-In the final review -2024-08-04-12513-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12505:12514-Analysis-Locked,12514,106-Long Prompt Experiment-Generation-10,12505,106-Long Prompt Experiment-Generation-1,12505,0.000,4.000,4.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-04-12514-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12525:12525-Analysis-Locked,12525,106-Long Prompt Experiment-Generation-1,,,12525,3.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-04-12525-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12525:12526-Analysis-Locked,12526,106-Long Prompt Experiment-Generation-2,12534,106-Long Prompt Experiment-Generation-10,12525,3.000,0.000,3.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-04-12526-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12525:12527-Analysis-Locked,12527,106-Long Prompt Experiment-Generation-3,12526,106-Long Prompt Experiment-Generation-2,12525,3.000,3.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-04-12527-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12525:12528-Analysis-Locked,12528,106-Long Prompt Experiment-Generation-4,12527,106-Long Prompt Experiment-Generation-3,12525,3.000,3.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-04-12528-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12525:12529-Analysis-Locked,12529,106-Long Prompt Experiment-Generation-5,12528,106-Long Prompt Experiment-Generation-4,12525,3.000,3.000,0.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-04-12529-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12525:12530-Analysis-Locked,12530,106-Long Prompt Experiment-Generation-6,12529,106-Long Prompt Experiment-Generation-5,12525,4.000,3.000,1.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-04-12530-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12525:12531-Analysis-Locked,12531,106-Long Prompt Experiment-Generation-7,12530,106-Long Prompt Experiment-Generation-6,12525,0.000,4.000,4.000,1111-LOCKED-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5038-LOCKED-In a development mee-2024-08-04-12531-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12525:12532-Analysis-Locked,12532,106-Long Prompt Experiment-Generation-8,12531,106-Long Prompt Experiment-Generation-7,12525,0.000,0.000,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-04-12532-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12525:12533-Analysis-Locked,12533,106-Long Prompt Experiment-Generation-9,12532,106-Long Prompt Experiment-Generation-8,12525,0.000,0.000,0.000,1113-LOCKED-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5094-LOCKED-In the final review -2024-08-04-12533-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12525:12534-Analysis-Locked,12534,106-Long Prompt Experiment-Generation-10,12525,106-Long Prompt Experiment-Generation-1,12525,0.000,3.000,3.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-04-12534-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12545:12545-Analysis-Locked,12545,106-Long Prompt Experiment-Generation-1,,,12545,0.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-04-12545-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12545:12546-Analysis-Locked,12546,106-Long Prompt Experiment-Generation-2,12554,106-Long Prompt Experiment-Generation-10,12545,0.000,0.000,0.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-04-12546-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12545:12547-Analysis-Locked,12547,106-Long Prompt Experiment-Generation-3,12546,106-Long Prompt Experiment-Generation-2,12545,0.000,0.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-04-12547-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12545:12548-Analysis-Locked,12548,106-Long Prompt Experiment-Generation-4,12547,106-Long Prompt Experiment-Generation-3,12545,0.000,0.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-04-12548-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12545:12549-Analysis-Locked,12549,106-Long Prompt Experiment-Generation-5,12548,106-Long Prompt Experiment-Generation-4,12545,3.000,0.000,3.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-04-12549-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12545:12550-Analysis-Locked,12550,106-Long Prompt Experiment-Generation-6,12549,106-Long Prompt Experiment-Generation-5,12545,0.000,3.000,3.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-04-12550-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12545:12551-Analysis-Locked,12551,106-Long Prompt Experiment-Generation-7,12550,106-Long Prompt Experiment-Generation-6,12545,0.000,0.000,0.000,1111-LOCKED-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5038-LOCKED-In a development mee-2024-08-04-12551-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12545:12552-Analysis-Locked,12552,106-Long Prompt Experiment-Generation-8,12551,106-Long Prompt Experiment-Generation-7,12545,0.000,0.000,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-04-12552-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12545:12553-Analysis-Locked,12553,106-Long Prompt Experiment-Generation-9,12552,106-Long Prompt Experiment-Generation-8,12545,0.000,0.000,0.000,1113-LOCKED-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5094-LOCKED-In the final review -2024-08-04-12553-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12545:12554-Analysis-Locked,12554,106-Long Prompt Experiment-Generation-10,12545,106-Long Prompt Experiment-Generation-1,12545,0.000,0.000,0.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-04-12554-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12565:12565-Analysis-Locked,12565,106-Long Prompt Experiment-Generation-1,,,12565,0.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-04-12565-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12565:12566-Analysis-Locked,12566,106-Long Prompt Experiment-Generation-2,12574,106-Long Prompt Experiment-Generation-10,12565,0.000,0.000,0.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-04-12566-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12565:12567-Analysis-Locked,12567,106-Long Prompt Experiment-Generation-3,12566,106-Long Prompt Experiment-Generation-2,12565,0.000,0.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-04-12567-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12565:12568-Analysis-Locked,12568,106-Long Prompt Experiment-Generation-4,12567,106-Long Prompt Experiment-Generation-3,12565,0.000,0.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-04-12568-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12565:12569-Analysis-Locked,12569,106-Long Prompt Experiment-Generation-5,12568,106-Long Prompt Experiment-Generation-4,12565,1.000,0.000,1.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-04-12569-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12565:12570-Analysis-Locked,12570,106-Long Prompt Experiment-Generation-6,12569,106-Long Prompt Experiment-Generation-5,12565,2.000,1.000,1.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-04-12570-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12565:12571-Analysis-Locked,12571,106-Long Prompt Experiment-Generation-7,12570,106-Long Prompt Experiment-Generation-6,12565,0.000,2.000,2.000,1111-LOCKED-106-Long Prompt Experiment-Generation-7-106-Long Prompt Experiment-Generation-7-5038-LOCKED-In a development mee-2024-08-04-12571-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12565:12572-Analysis-Locked,12572,106-Long Prompt Experiment-Generation-8,12571,106-Long Prompt Experiment-Generation-7,12565,0.000,0.000,0.000,1112-LOCKED-106-Long Prompt Experiment-Generation-8-106-Long Prompt Experiment-Generation-8-5039-LOCKED-Bob and Mary revisit-2024-08-04-12572-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12565:12573-Analysis-Locked,12573,106-Long Prompt Experiment-Generation-9,12572,106-Long Prompt Experiment-Generation-8,12565,0.000,0.000,0.000,1113-LOCKED-106-Long Prompt Experiment-Generation-9-106-Long Prompt Experiment-Generation-9-5094-LOCKED-In the final review -2024-08-04-12573-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12565:12574-Analysis-Locked,12574,106-Long Prompt Experiment-Generation-10,12565,106-Long Prompt Experiment-Generation-1,12565,0.000,0.000,0.000,1114-LOCKED-106-Long Prompt Experiment-Generation-10-106-Long Prompt Experiment-Generation-10-5092-LOCKED-During their project-2024-08-04-12574-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12585:12585-Analysis-Locked,12585,106-Long Prompt Experiment-Generation-1,,,12585,0.000,,0.000,1042-LOCKED-106-Long Prompt Experiment-Generation-1-106-Long Prompt Experiment-Generation-1-5031-LOCKED-Write a 1 paragraph -2024-08-04-12585-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12585:12586-Analysis-Locked,12586,106-Long Prompt Experiment-Generation-2,12594,106-Long Prompt Experiment-Generation-10,12585,0.000,0.000,0.000,1043-LOCKED-106-Long Prompt Experiment-Generation-2-106-Long Prompt Experiment-Generation-2-5037-LOCKED-Luke and Bishop conv-2024-08-04-12586-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12585:12587-Analysis-Locked,12587,106-Long Prompt Experiment-Generation-3,12586,106-Long Prompt Experiment-Generation-2,12585,0.000,0.000,0.000,1044-LOCKED-106-Long Prompt Experiment-Generation-3-106-Long Prompt Experiment-Generation-3-5040-LOCKED-Sandra and Tom discu-2024-08-04-12587-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12585:12588-Analysis-Locked,12588,106-Long Prompt Experiment-Generation-4,12587,106-Long Prompt Experiment-Generation-3,12585,0.000,0.000,0.000,1045-LOCKED-106-Long Prompt Experiment-Generation-4-106-Long Prompt Experiment-Generation-4-5093-LOCKED-Sandra and Tom analy-2024-08-04-12588-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12585:12589-Analysis-Locked,12589,106-Long Prompt Experiment-Generation-5,12588,106-Long Prompt Experiment-Generation-4,12585,0.000,0.000,0.000,1046-LOCKED-106-Long Prompt Experiment-Generation-5-106-Long Prompt Experiment-Generation-5-5091-LOCKED-Cindy and Joan met t-2024-08-04-12589-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
12585:12590-Analysis-Locked,12590,106-Long Prompt Experiment-Generation-6,12589,106-Long Prompt Experiment-Generation-5,12585,0.000,0.000,0.000,1110-LOCKED-106-Long Prompt Experiment-Generation-6-106-Long Prompt Experiment-Generation-6-5036-LOCKED-During a follow-up m-2024-08-04-12590-Trial-519,0,106-Long Prompt Experiment-Trial-519-2024-08-04
